學年度,學校,系名,科系類型,錄取平均,原始總分
110,嘉大,數位學習設計與管理學系(社會組),,61.37,398.88
110,嘉大,數位學習設計與管理學系(自然組),,50.55,278.0
110,嘉大,中國文學系,中文,55.17,358.6
110,嘉大,視覺藝術學系,,50.26,376.95
110,嘉大,應用歷史學系,歷史,63.38,316.9
110,嘉大,外國語言學系英語教學組,外文,49.5,297.0
110,嘉大,外國語言學系應用外語組,,54.26,325.53
110,嘉大,音樂學系,,45.8,183.18
110,嘉大,企業管理學系,企業管理,62.12,465.93
110,嘉大,應用經濟學系,經濟,63.35,253.38
110,嘉大,生物事業管理學系,,49.5,173.25
110,嘉大,資訊管理學系(自然組),資訊管理,48.64,218.88
110,嘉大,資訊管理學系(社會組),資訊管理,64.95,292.28
110,嘉大,行銷與觀光管理學系,,54.43,244.95
110,嘉大,財務金融學系,財務金融,67.87,373.3
110,嘉大,農藝學系,,31.7,206.03
110,嘉大,園藝學系,,32.61,211.95
110,嘉大,森林暨自然資源學系,,37.27,223.64
110,嘉大,木質材料與設計學系,材料,29.18,189.68
110,嘉大,動物科學系,,54.84,356.43
110,嘉大,生物農業科技學系,,35.14,228.38
110,嘉大,景觀學系(社會組),,60.21,451.6
110,嘉大,景觀學系(自然組),,38.59,212.25
110,嘉大,植物醫學系,醫學,41.11,267.2
110,嘉大,電子物理學系,物理,38.81,271.7
110,嘉大,應用化學系,化學,44.94,314.58
110,嘉大,應用數學系,數學,33.8,236.6
110,嘉大,資訊工程學系,資訊工程,49.1,331.45
110,嘉大,生物機電工程學系,,31.46,180.88
110,嘉大,土木與水資源工程學系,土木工程,31.81,214.7
110,嘉大,電機工程學系,電機工程,49.07,331.2
110,嘉大,機械與能源工程學系,機械工程,35.25,237.93
110,嘉大,食品科學系,,36.62,238.0
110,嘉大,水生生物科學系,生命科學,32.96,247.2
110,嘉大,生物資源學系,,36.67,265.85
110,嘉大,生化科技學系,,36.96,212.5
110,嘉大,微生物免疫與生物藥學系,藥學,47.85,334.98
110,嘉大,獸醫學系,獸醫,75.25,432.71
111,嘉大,教育學系,,17.0,110.5
111,嘉大,輔導與諮商學系,,33.69,219.0
111,嘉大,體育與健康休閒學系,,18.7,149.59
111,嘉大,特殊教育學系,,18.31,119.0
111,嘉大,幼兒教育學系,,18.75,112.5
111,嘉大,數位學習設計與管理學系(社會組),,31.6,158.0
111,嘉大,數位學習設計與管理學系(自然組),,22.38,145.5
111,嘉大,中國文學系,中文,21.55,118.5
111,嘉大,視覺藝術學系,,22.22,144.4
111,嘉大,應用歷史學系,歷史,23.45,117.25
111,嘉大,外國語言學系英語教學組,外文,22.09,121.5
111,嘉大,外國語言學系應用外語組,,20.0,110.0
111,嘉大,音樂學系,,47.96,191.82
111,嘉大,企業管理學系,企業管理,31.64,221.5
111,嘉大,應用經濟學系,經濟,30.2,151.0
111,嘉大,科技管理學系,,18.75,112.5
111,嘉大,資訊管理學系(自然組),資訊管理,30.33,136.5
111,嘉大,資訊管理學系(社會組),資訊管理,34.91,192.0
111,嘉大,行銷與觀光管理學系,,25.82,142.0
111,嘉大,財務金融學系,財務金融,35.54,231.0
111,嘉大,農藝學系,,18.08,117.5
111,嘉大,園藝學系,,12.62,82.0
111,嘉大,森林暨自然資源學系,,17.0,102.0
111,嘉大,木質材料與設計學系,材料,14.23,92.5
111,嘉大,動物科學系,,22.08,143.5
111,嘉大,生物農業科技學系,,17.27,95.0
111,嘉大,景觀學系(社會組),,29.8,223.5
111,嘉大,景觀學系(自然組),,22.09,121.5
111,嘉大,植物醫學系,醫學,16.77,109.0
111,嘉大,電子物理學系,物理,22.07,154.5
111,嘉大,應用化學系,化學,21.27,117.0
111,嘉大,應用數學系,數學,12.29,86.0
111,嘉大,資訊工程學系,資訊工程,30.0,120.0
111,嘉大,生物機電工程學系,,18.2,113.75
111,嘉大,土木與水資源工程學系,土木工程,18.5,74.0
111,嘉大,電機工程學系,電機工程,31.0,124.0
111,嘉大,機械與能源工程學系,機械工程,19.81,133.75
111,嘉大,食品科學系,,16.85,109.5
111,嘉大,水生生物科學系,生命科學,14.6,109.5
111,嘉大,生物資源學系,,19.38,140.5
111,嘉大,生化科技學系,,16.32,89.75
111,嘉大,微生物免疫與生物藥學系,藥學,26.25,157.5
111,嘉大,獸醫學系,獸醫,46.22,265.75
112,嘉大,教育學系,,34.0,221.0
112,嘉大,輔導與諮商學系,,37.0,203.5
112,嘉大,體育與健康休閒學系,,29.33,176.0
112,嘉大,特殊教育學系,,37.14,260.0
112,嘉大,幼兒教育學系,,31.58,189.5
112,嘉大,數位學習設計與管理學系(社會組),,37.6,188.0
112,嘉大,數位學習設計與管理學系(自然組),,33.5,167.5
112,嘉大,中國文學系,中文,37.45,206.0
112,嘉大,視覺藝術學系,,43.67,262.0
112,嘉大,應用歷史學系,歷史,41.81,167.25
112,嘉大,外國語言學系英語教學組,外文,31.65,134.5
112,嘉大,外國語言學系應用外語組,,34.0,153.0
112,嘉大,音樂學系,,45.92,229.6
112,嘉大,企業管理學系,企業管理,36.25,145.0
112,嘉大,應用經濟學系,經濟,35.5,177.5
112,嘉大,科技管理學系,,32.67,196.0
112,嘉大,資訊管理學系(自然組),資訊管理,33.33,150.0
112,嘉大,資訊管理學系(社會組),資訊管理,37.55,206.5
112,嘉大,行銷與觀光管理學系,,33.64,185.0
112,嘉大,財務金融學系,財務金融,37.77,245.5
112,嘉大,農藝學系,,30.11,135.5
112,嘉大,園藝學系,,28.0,154.0
112,嘉大,森林暨自然資源學系,,26.67,160.0
112,嘉大,木質材料與設計學系,材料,23.18,127.5
112,嘉大,動物科學系,,33.23,216.0
112,嘉大,農業生物科技學系,,27.0,148.5
112,嘉大,景觀學系(社會組),,35.33,265.0
112,嘉大,景觀學系(自然組),,29.0,159.5
112,嘉大,植物醫學系,醫學,27.92,181.5
112,嘉大,電子物理學系,物理,33.67,101.0
112,嘉大,應用化學系,化學,35.0,157.5
112,嘉大,應用數學系,數學,30.0,120.0
112,嘉大,資訊工程學系,資訊工程,39.0,156.0
112,嘉大,生物機電工程學系,,33.05,157.0
112,嘉大,土木與水資源工程學系,土木工程,32.25,129.0
112,嘉大,電機工程學系,電機工程,39.25,157.0
112,嘉大,機械與能源工程學系,機械工程,35.25,141.0
112,嘉大,食品科學系,,28.62,186.0
112,嘉大,水生生物科學系,生命科學,24.67,185.0
112,嘉大,生物資源學系,,32.46,211.0
112,嘉大,生化科技學系,,30.77,200.0
112,嘉大,微生物免疫與生物藥學系,藥學,34.42,206.5
112,嘉大,獸醫學系,獸醫,47.39,272.5
113,嘉大,教育學系,,31.77,206.5
113,嘉大,輔導與諮商學系,,34.73,191.0
113,嘉大,體育與健康休閒學系,,25.17,151.0
113,嘉大,特殊教育學系,,34.14,239.0
113,嘉大,幼兒教育學系,,29.08,174.5
113,嘉大,數位學習設計與管理學系(社會組),,30.3,151.5
113,嘉大,數位學習設計與管理學系(自然組),,35.1,175.5
113,嘉大,中國文學系,中文,37.33,168.0
113,嘉大,視覺藝術學系,,29.67,178.0
113,嘉大,應用歷史學系,歷史,38.19,152.75
113,嘉大,外國語言學系英語教學組,外文,28.06,119.25
113,嘉大,外國語言學系應用外語組,,29.78,134.0
113,嘉大,音樂學系,,0.0,0.0
113,嘉大,企業管理學系,企業管理,33.0,132.0
113,嘉大,應用經濟學系,經濟,32.7,163.5
113,嘉大,科技管理學系,,29.17,175.0
113,嘉大,資訊管理學系(自然組),資訊管理,37.11,167.0
113,嘉大,資訊管理學系(社會組),資訊管理,35.09,193.0
113,嘉大,行銷與觀光管理學系,,29.82,164.0
113,嘉大,財務金融學系,財務金融,36.0,234.0
113,嘉大,農藝學系,,31.5,126.0
113,嘉大,園藝學系,,28.45,156.5
113,嘉大,森林暨自然資源學系,,29.09,160.0
113,嘉大,木質材料與設計學系,材料,25.55,140.5
113,嘉大,動物科學系,,35.31,229.5
113,嘉大,農業生物科技學系,,29.36,161.5
113,嘉大,景觀學系(社會組),,36.17,217.0
113,嘉大,景觀學系(自然組),,33.0,148.5
113,嘉大,植物醫學系,醫學,30.85,200.5
113,嘉大,電子物理學系,物理,34.33,103.0
113,嘉大,應用化學系,化學,36.33,163.5
113,嘉大,應用數學系,數學,30.25,121.0
113,嘉大,資訊工程學系,資訊工程,39.25,157.0
113,嘉大,生物機電工程學系,,34.0,161.5
113,嘉大,土木與水資源工程學系,土木工程,32.5,130.0
113,嘉大,電機工程學系,電機工程,40.0,160.0
113,嘉大,機械與能源工程學系,機械工程,34.8,174.0
113,嘉大,食品科學系,,29.31,190.5
113,嘉大,水生生物科學系,生命科學,27.13,203.5
113,嘉大,生物資源學系,,35.89,161.5
113,嘉大,生化科技學系,,34.82,191.5
113,嘉大,微生物免疫與生物藥學系,藥學,35.92,215.5
113,嘉大,獸醫學系,獸醫,49.35,283.75
114,嘉大,教育學系,,29.92,194.5
114,嘉大,輔導與諮商學系,,35.0,192.5
114,嘉大,體育與健康休閒學系,,30.33,91.0
114,嘉大,特殊教育學系,,37.4,187.0
114,嘉大,幼兒教育學系,,24.9,124.5
114,嘉大,數位學習設計與管理學系(媒體互動設計組),,32.25,129.0
114,嘉大,數位學習設計與管理學系(資訊科技與管理組),,35.13,140.5
114,嘉大,中國文學系,中文,29.44,132.5
114,嘉大,視覺藝術學系,,37.83,227.0
114,嘉大,應用歷史學系,歷史,33.06,132.25
114,嘉大,外國語言學系英語教學組,外文,23.71,100.75
114,嘉大,外國語言學系應用外語組,,30.78,138.5
114,嘉大,音樂學系,,43.66,218.28
114,嘉大,企業管理學系,企業管理,33.67,101.0
114,嘉大,應用經濟學系,經濟,33.1,165.5
114,嘉大,科技管理學系,,30.22,136.0
114,嘉大,資訊管理學系(自然組),資訊管理,36.6,183.0
114,嘉大,資訊管理學系(社會組),資訊管理,35.67,214.0
114,嘉大,行銷與觀光管理學系,,26.5,159.0
114,嘉大,財務金融學系,財務金融,38.0,247.0
114,嘉大,農藝學系,,29.22,131.5
114,嘉大,園藝學系,,28.89,130.0
114,嘉大,森林暨自然資源學系,,29.56,133.0
114,嘉大,木質材料與設計學系,材料,26.1,130.5
114,嘉大,動物科學系,,35.15,228.5
114,嘉大,農業生物科技學系,,28.73,158.0
114,嘉大,景觀學系(社會組),,32.57,114.0
114,嘉大,景觀學系(自然組),,30.71,107.5
114,嘉大,植物醫學系,醫學,30.0,165.0
114,嘉大,電子物理學系,物理,36.33,109.0
114,嘉大,應用化學系,化學,36.89,166.0
114,嘉大,應用數學系,數學,29.5,118.0
114,嘉大,資訊工程學系,資訊工程,38.75,155.0
114,嘉大,生物機電工程學系,,34.05,161.75
114,嘉大,土木與水資源工程學系,土木工程,31.0,124.0
114,嘉大,電機工程學系,電機工程,39.5,158.0
114,嘉大,機械與能源工程學系,機械工程,35.2,176.0
114,嘉大,食品科學系,,30.18,166.0
114,嘉大,水生生物科學系,生命科學,28.08,182.5
114,嘉大,生物資源學系,,34.22,154.0
114,嘉大,生化科技學系,,33.91,186.5
114,嘉大,微生物免疫與生物藥學系,藥學,35.17,211.0
114,嘉大,獸醫學系,獸醫,49.7,285.75
115,嘉大,教育學系,,30.38,197.5
115,嘉大,輔導與諮商學系,,33.64,185.0
115,嘉大,體育與健康休閒學系,,29.0,87.0
115,嘉大,特殊教育學系,,37.2,186.0
115,嘉大,幼兒教育學系,,25.9,129.5
115,嘉大,數位學習設計與管理學系(媒體互動設計組),,30.88,123.5
115,嘉大,數位學習設計與管理學系(資訊科技與管理組),,28.88,115.5
115,嘉大,中國文學系,中文,37.89,170.5
115,嘉大,視覺藝術學系,,27.17,163.0
115,嘉大,應用歷史學系,歷史,38.38,153.5
115,嘉大,外國語言學系英語教學組,外文,26.0,110.5
115,嘉大,外國語言學系應用外語組,,29.0,130.5
115,嘉大,音樂學系,,41.12,205.58
115,嘉大,企業管理學系,企業管理,27.4,137.0
115,嘉大,應用經濟學系,經濟,27.92,181.5
115,嘉大,科技管理學系,,26.58,159.5
115,嘉大,資訊管理學系(自然組),資訊管理,32.2,161.0
115,嘉大,資訊管理學系(社會組),資訊管理,33.4,167.0
115,嘉大,行銷與觀光管理學系,,27.5,165.0
115,嘉大,財務金融學系,財務金融,34.0,221.0
115,嘉大,農藝學系,,26.11,117.5
115,嘉大,園藝學系,,25.67,115.5
115,嘉大,森林暨自然資源學系,,25.56,115.0
115,嘉大,木質材料與設計學系,材料,24.6,123.0
115,嘉大,動物科學系,,34.77,226.0
115,嘉大,農業生物科技學系,,26.36,145.0
115,嘉大,景觀學系(社會組),,34.43,120.5
115,嘉大,景觀學系(自然組),,26.86,94.0
115,嘉大,植物醫學系,醫學,28.55,157.0
115,嘉大,電子物理學系,物理,35.67,107.0
115,嘉大,應用化學系,化學,35.0,157.5
115,嘉大,應用數學系,數學,27.25,109.0
115,嘉大,資訊工程學系,資訊工程,37.75,151.0
115,嘉大,生物機電工程學系,,33.89,161.0
115,嘉大,土木與水資源工程學系,土木工程,32.67,98.0
115,嘉大,電機工程學系,電機工程,39.25,157.0
115,嘉大,機械與能源工程學系,機械工程,35.0,175.0
115,嘉大,食品科學系,,28.36,156.0
115,嘉大,水生生物科學系,生命科學,24.62,160.0
115,嘉大,生物資源學系,,30.67,138.0
115,嘉大,生化科技學系,,31.55,173.5
115,嘉大,微生物免疫與生物藥學系,藥學,31.79,190.75
115,嘉大,獸醫學系,獸醫,50.53,240.0
101,高雄大,西洋語文學系,,73.12,475.25
101,高雄大,運動健康與休閒學系,,70.42,387.3
101,高雄大,創意設計與建築學系,建築,53.75,268.75
101,高雄大,東亞語文學系日語組,日文,70.8,424.8
101,高雄大,東亞語文學系韓語組,,70.87,425.2
101,高雄大,東亞語文學系越語組,,68.97,413.8
101,高雄大,法律學系,法律,73.62,404.9
101,高雄大,政治法律學系,法律,73.13,420.48
101,高雄大,財經法律學系,法律,74.67,429.33
101,高雄大,應用經濟學系,經濟,77.12,424.15
101,高雄大,金融管理學系,財務金融,74.58,447.45
101,高雄大,資訊管理學系,資訊管理,75.81,303.25
101,高雄大,應用數學系,數學,66.62,299.8
101,高雄大,應用化學系,化學,69.6,382.8
101,高雄大,應用物理學系,物理,68.89,464.98
101,高雄大,電機工程學系,電機工程,70.17,456.1
101,高雄大,土木與環境工程學系,土木工程,67.76,474.35
101,高雄大,化學工程及材料工程學系,化學工程,70.56,423.38
101,高雄大,資訊工程學系,資訊工程,70.44,317.0
101,高雄大,生命科學系,生命科學,65.8,411.28
101,高雄大,亞太工商管理學系企業管理組,企業管理,73.13,402.2
101,高雄大,亞太工商管理學系工業管理組,企業管理,64.31,353.73
102,高雄大,西洋語文學系,,73.0,474.5
102,高雄大,運動健康與休閒學系,,66.85,367.7
102,高雄大,創意設計與建築學系,建築,56.04,280.2
102,高雄大,東亞語文學系日語組,日文,73.27,439.6
102,高雄大,東亞語文學系韓語組,,73.13,438.8
102,高雄大,東亞語文學系越語組,,70.87,425.2
102,高雄大,法律學系,法律,74.34,408.88
102,高雄大,政治法律學系,法律,73.47,422.48
102,高雄大,財經法律學系,法律,75.51,434.18
102,高雄大,應用經濟學系,經濟,75.15,413.35
102,高雄大,金融管理學系,財務金融,74.18,445.05
102,高雄大,資訊管理學系,資訊管理,74.24,296.95
102,高雄大,應用數學系,數學,59.84,269.3
102,高雄大,應用化學系,化學,61.89,340.4
102,高雄大,應用物理學系,物理,59.97,359.8
102,高雄大,電機工程學系,電機工程,63.21,410.85
102,高雄大,土木與環境工程學系,土木工程,59.39,415.7
102,高雄大,化學工程及材料工程學系,化學工程,64.2,385.2
102,高雄大,資訊工程學系,資訊工程,63.78,287.0
102,高雄大,生命科學系,生命科學,60.54,378.4
102,高雄大,亞太工商管理學系企業管理組,企業管理,73.28,384.73
102,高雄大,亞太工商管理學系工業管理組,企業管理,56.98,299.15
103,高雄大,法律學系,法律,75.13,413.23
103,高雄大,政治法律學系,法律,74.38,427.68
103,高雄大,財經法律學系,法律,76.3,457.8
103,高雄大,西洋語文學系,,73.4,477.1
103,高雄大,運動健康與休閒學系,,65.85,362.2
103,高雄大,東亞語文學系日語組,日文,73.07,438.4
103,高雄大,東亞語文學系韓語組,,72.27,433.6
103,高雄大,東亞語文學系越語組,,71.4,428.4
103,高雄大,創意設計與建築學系,建築,52.68,263.4
103,高雄大,應用數學系,數學,54.98,247.4
103,高雄大,應用化學系,化學,61.97,340.85
103,高雄大,應用物理學系,物理,57.43,373.3
103,高雄大,生命科學系,生命科學,55.75,348.43
103,高雄大,電機工程學系,電機工程,61.56,400.15
103,高雄大,土木與環境工程學系,土木工程,58.03,406.2
103,高雄大,化學工程及材料工程學系,化學工程,63.25,379.48
103,高雄大,資訊工程學系,資訊工程,60.2,270.9
103,高雄大,應用經濟學系,經濟,76.75,422.1
103,高雄大,資訊管理學系,資訊管理,74.89,299.55
103,高雄大,金融管理學系,財務金融,75.67,454.0
103,高雄大,亞太工商管理學系企業管理組,企業管理,74.38,390.5
103,高雄大,亞太工商管理學系工業管理組,企業管理,54.92,288.33
104,高雄大,法律學系,法律,67.8,372.88
104,高雄大,政治法律學系,法律,66.67,383.33
104,高雄大,財經法律學系,法律,68.13,408.78
104,高雄大,西洋語文學系,,67.66,439.8
104,高雄大,運動健康與休閒學系,,52.97,291.35
104,高雄大,東亞語文學系日語組,日文,68.75,412.5
104,高雄大,東亞語文學系韓語組,,67.67,406.0
104,高雄大,東亞語文學系越語組,,67.8,406.8
104,高雄大,創意設計與建築學系,建築,50.67,253.35
104,高雄大,應用數學系,數學,48.16,216.7
104,高雄大,應用化學系,化學,56.62,311.4
104,高雄大,應用物理學系,物理,53.25,346.1
104,高雄大,生命科學系,生命科學,49.94,312.15
104,高雄大,電機工程學系,電機工程,57.07,370.95
104,高雄大,土木與環境工程學系,土木工程,52.91,370.35
104,高雄大,化學工程及材料工程學系,化學工程,59.07,354.4
104,高雄大,資訊工程學系,資訊工程,55.67,250.5
104,高雄大,應用經濟學系,經濟,62.74,345.05
104,高雄大,資訊管理學系,資訊管理,61.63,246.5
104,高雄大,金融管理學系,財務金融,66.79,400.75
104,高雄大,亞太工商管理學系企業管理組,企業管理,67.16,352.58
104,高雄大,亞太工商管理學系工業管理組,企業管理,49.45,259.63
105,高雄大,西洋語文學系,,61.75,401.35
105,高雄大,運動健康與休閒學系,,57.64,317.0
105,高雄大,東亞語文學系日語組,日文,66.48,398.9
105,高雄大,東亞語文學系韓語組,,66.95,401.7
105,高雄大,東亞語文學系越語組,,65.42,392.5
105,高雄大,法律學系,法律,69.21,380.68
105,高雄大,政治法律學系,法律,67.94,390.65
105,高雄大,財經法律學系,法律,69.97,419.83
105,高雄大,應用經濟學系,經濟,68.86,378.75
105,高雄大,亞太工商管理學系企業管理組,企業管理,67.84,356.18
105,高雄大,亞太工商管理學系工業管理組,企業管理,49.47,259.7
105,高雄大,資訊管理學系,資訊管理,68.16,272.65
105,高雄大,金融管理學系,財務金融,68.88,413.3
105,高雄大,應用數學系,數學,49.27,221.7
105,高雄大,應用化學系,化學,57.0,313.5
105,高雄大,應用物理學系,物理,53.75,349.4
105,高雄大,生命科學系,生命科學,49.79,311.2
105,高雄大,電機工程學系,電機工程,57.87,376.15
105,高雄大,土木與環境工程學系,土木工程,53.51,374.55
105,高雄大,化學工程及材料工程學系,化學工程,59.42,356.5
105,高雄大,資訊工程學系,資訊工程,57.13,342.8
105,高雄大,創意設計與建築學系創意設計組,建築,41.82,209.1
105,高雄大,創意設計與建築學系建築組,建築,54.42,258.5
106,高雄大,西洋語文學系,,63.45,412.4
106,高雄大,運動健康與休閒學系,,56.35,309.95
106,高雄大,創意設計與建築學系創意設計組,建築,63.35,348.45
106,高雄大,創意設計與建築學系建築組,建築,52.39,379.85
106,高雄大,東亞語文學系日語組,日文,68.42,410.5
106,高雄大,東亞語文學系韓語組,,69.17,415.0
106,高雄大,東亞語文學系越語組,,68.15,408.9
106,高雄大,法律學系,法律,72.27,397.5
106,高雄大,政治法律學系,法律,70.39,404.75
106,高雄大,財經法律學系,法律,73.59,404.73
106,高雄大,應用經濟學系,經濟,69.53,382.4
106,高雄大,亞太工商管理學系企業管理組,企業管理,70.24,368.75
106,高雄大,亞太工商管理學系工業管理組,企業管理,48.59,255.08
106,高雄大,資訊管理學系,資訊管理,70.65,282.6
106,高雄大,金融管理學系,財務金融,72.24,433.45
106,高雄大,應用數學系,數學,51.02,280.6
106,高雄大,應用化學系,化學,57.62,259.3
106,高雄大,應用物理學系,物理,55.43,360.3
106,高雄大,生命科學系,生命科學,48.45,302.83
106,高雄大,電機工程學系,電機工程,59.48,386.6
106,高雄大,土木與環境工程學系,土木工程,54.17,379.2
106,高雄大,化學工程及材料工程學系,化學工程,60.95,365.7
106,高雄大,資訊工程學系,資訊工程,58.82,323.5
107,高雄大,西洋語文學系,,65.89,313.0
107,高雄大,運動健康與休閒學系,,57.53,316.4
107,高雄大,東亞語文學系日語組,日文,70.18,421.1
107,高雄大,東亞語文學系韓語組,,70.15,420.9
107,高雄大,東亞語文學系越語組,,69.26,415.54
107,高雄大,工藝與創意設計學系,,64.17,352.95
107,高雄大,建築學系,建築,56.19,407.4
107,高雄大,法律學系,法律,71.26,391.93
107,高雄大,政治法律學系,法律,70.1,403.05
107,高雄大,財經法律學系,法律,72.94,401.19
107,高雄大,應用經濟學系,經濟,71.07,390.9
107,高雄大,亞太工商管理學系企業管理組,企業管理,70.0,367.5
107,高雄大,亞太工商管理學系工業管理組,企業管理,51.37,269.68
107,高雄大,資訊管理學系,資訊管理,72.44,289.75
107,高雄大,金融管理學系,財務金融,71.38,428.25
107,高雄大,應用數學系,數學,58.35,320.95
107,高雄大,應用化學系,化學,60.08,270.35
107,高雄大,應用物理學系,物理,59.12,384.3
107,高雄大,生命科學系,生命科學,45.78,286.14
107,高雄大,電機工程學系,電機工程,62.97,409.33
107,高雄大,土木與環境工程學系,土木工程,57.81,404.65
107,高雄大,化學工程及材料工程學系,化學工程,62.41,374.46
107,高雄大,資訊工程學系,資訊工程,63.88,351.35
108,高雄大,西洋語文學系,,74.09,351.95
108,高雄大,運動健康與休閒學系,,68.18,375.0
108,高雄大,東亞語文學系日語組,日文,76.27,457.6
108,高雄大,東亞語文學系韓語組,,76.03,456.2
108,高雄大,東亞語文學系越語組,,74.42,446.5
108,高雄大,工藝與創意設計學系,,70.02,385.1
108,高雄大,建築學系,建築,61.46,445.6
108,高雄大,法律學系,法律,75.49,415.21
108,高雄大,政治法律學系,法律,74.55,428.68
108,高雄大,財經法律學系,法律,77.28,425.06
108,高雄大,應用經濟學系,經濟,76.84,422.6
108,高雄大,亞太工商管理學系企業管理組,企業管理,72.98,383.14
108,高雄大,亞太工商管理學系工業管理組,企業管理,56.98,299.14
108,高雄大,資訊管理學系,資訊管理,77.31,309.23
108,高雄大,金融管理學系,財務金融,74.47,446.83
108,高雄大,應用數學系,數學,59.22,325.7
108,高雄大,應用化學系,化學,61.7,277.65
108,高雄大,應用物理學系,物理,61.2,397.8
108,高雄大,生命科學系,生命科學,58.05,362.79
108,高雄大,電機工程學系,電機工程,64.18,417.18
108,高雄大,土木與環境工程學系,土木工程,59.53,416.7
108,高雄大,化學工程及材料工程學系,化學工程,65.73,394.4
108,高雄大,資訊工程學系,資訊工程,65.48,360.15
109,高雄大,西洋語文學系,,67.5,320.63
109,高雄大,運動健康與休閒學系,,55.53,305.4
109,高雄大,東亞語文學系日語組,日文,71.92,431.54
109,高雄大,東亞語文學系韓語組,,71.8,430.8
109,高雄大,東亞語文學系越語組,,69.13,414.8
109,高雄大,工藝與創意設計學系,,65.33,359.33
109,高雄大,建築學系,建築,55.5,402.34
109,高雄大,法律學系,法律,69.92,384.56
109,高雄大,政治法律學系,法律,74.51,353.9
109,高雄大,財經法律學系,法律,71.21,391.66
109,高雄大,應用經濟學系,經濟,68.6,377.3
109,高雄大,亞太工商管理學系企業管理組,企業管理,67.61,354.96
109,高雄大,亞太工商管理學系工業管理組,企業管理,52.88,277.64
109,高雄大,資訊管理學系,資訊管理,69.55,278.2
109,高雄大,金融管理學系,財務金融,68.41,410.48
109,高雄大,應用數學系,數學,51.44,282.9
109,高雄大,應用化學系,化學,59.14,266.15
109,高雄大,應用物理學系,物理,54.76,355.95
109,高雄大,生命科學系,生命科學,48.89,305.59
109,高雄大,電機工程學系,電機工程,59.47,386.53
109,高雄大,土木與環境工程學系,土木工程,53.24,372.7
109,高雄大,化學工程及材料工程學系,化學工程,62.29,373.76
109,高雄大,資訊工程學系,資訊工程,59.8,328.9
110,高雄大,西洋語文學系,,60.27,331.5
110,高雄大,運動健康與休閒學系,,51.55,283.5
110,高雄大,東亞語文學系日語組,日文,70.57,423.4
110,高雄大,東亞語文學系韓語組,,70.55,423.3
110,高雄大,東亞語文學系越語組,,67.65,405.9
110,高雄大,工藝與創意設計學系,,64.94,357.18
110,高雄大,建築學系,建築,48.5,351.6
110,高雄大,法律學系,法律,71.24,391.8
110,高雄大,政治法律學系,法律,73.8,350.55
110,高雄大,財經法律學系,法律,72.47,398.59
110,高雄大,應用經濟學系,經濟,69.09,380.0
110,高雄大,亞太工商管理學系企業管理組,企業管理,70.47,369.95
110,高雄大,亞太工商管理學系工業管理組,企業管理,40.87,214.55
110,高雄大,資訊管理學系,資訊管理,69.06,276.23
110,高雄大,金融管理學系,財務金融,71.39,428.33
110,高雄大,應用數學系,數學,40.11,220.6
110,高雄大,應用化學系,化學,49.76,223.9
110,高雄大,應用物理學系,物理,45.45,295.45
110,高雄大,生命科學系,生命科學,42.96,268.53
110,高雄大,電機工程學系,電機工程,54.25,352.63
110,高雄大,土木與環境工程學系,土木工程,43.98,307.85
110,高雄大,化學工程及材料工程學系,化學工程,55.07,330.43
110,高雄大,資訊工程學系,資訊工程,56.87,341.2
111,高雄大,西洋語文學系,,35.09,193.0
111,高雄大,運動健康與休閒學系,,17.91,98.5
111,高雄大,東亞語文學系日語組,日文,38.5,231.0
111,高雄大,東亞語文學系韓語組,,42.67,256.0
111,高雄大,東亞語文學系越語組,,38.0,228.0
111,高雄大,工藝與創意設計學系,,36.18,199.0
111,高雄大,建築學系,建築,38.0,171.0
111,高雄大,法律學系,法律,43.0,193.5
111,高雄大,政治法律學系,法律,41.1,215.75
111,高雄大,財經法律學系,法律,42.29,148.0
111,高雄大,應用經濟學系,經濟,37.08,241.0
111,高雄大,亞太工商管理學系企業管理組,企業管理,36.0,180.0
111,高雄大,亞太工商管理學系工業管理組,企業管理,20.4,102.0
111,高雄大,資訊管理學系,資訊管理,37.0,185.0
111,高雄大,金融管理學系,財務金融,40.36,222.0
111,高雄大,應用數學系,數學,14.73,81.0
111,高雄大,應用化學系,化學,27.11,122.0
111,高雄大,應用物理學系,物理,24.62,160.0
111,高雄大,生命科學系,生命科學,19.36,121.0
111,高雄大,電機工程學系,電機工程,32.23,209.5
111,高雄大,土木與環境工程學系,土木工程,21.29,149.0
111,高雄大,化學工程及材料工程學系,化學工程,32.42,194.5
111,高雄大,資訊工程學系,資訊工程,34.5,207.0
112,高雄大,西洋語文學系,,39.0,156.0
112,高雄大,運動健康與休閒學系,,34.63,138.5
112,高雄大,東亞語文學系日語組,日文,43.33,260.0
112,高雄大,東亞語文學系韓語組,,43.17,259.0
112,高雄大,東亞語文學系越語組,,42.67,256.0
112,高雄大,工藝與創意設計學系,,39.64,218.0
112,高雄大,建築學系,建築,39.85,259.0
112,高雄大,法律學系,法律,45.78,206.0
112,高雄大,政治法律學系,法律,45.29,237.75
112,高雄大,財經法律學系,法律,45.5,159.25
112,高雄大,應用經濟學系,經濟,39.54,257.0
112,高雄大,亞太工商管理學系企業管理組,企業管理,38.29,134.0
112,高雄大,亞太工商管理學系工業管理組,企業管理,31.07,108.75
112,高雄大,資訊管理學系,資訊管理,39.7,198.5
